pmid,articlepubdate,articletype,pmidsrcs,meshheadings,meshsubheadings,meshcodes,cids,sids,articletitle,articleabstract,articlejourname,articleauth,articleaffil,citation,dois,annotation
22164764,20110101,article,mesh,"Agaricus,Dietary Fiber,Fats,Fruiting Bodies, Fungal,Functional Food,Fungal Proteins,Mycelium,Nutritive Value","analysis,chemistry,growth & development","D000364 Q000254 NN,D000364 Q000737 NY,D005223 Q000032 NN,D005656 Q000032 NN,D025282 Q000254 NN,D025282 Q000737 NY,D048690 Q000254 NN,D048690 Q000737 NY,D055951 Q000032 NY",NULL,NULL,Nutrient compositions of culinary-medicinal mushroom fruiting bodies and mycelia,"Mushrooms (including fruiting bodies and mycelia) are a food with high nutritional value. This article summarizes the results of proximate composition studies of 38 fruiting bodies and 19 mycelia of 32 species of culinary-medicinal mushrooms from genera Agaricus, Agrocybe, Antrodia, Auricularia, Boletus, Clitocybe, Coprinus, Cordyceps, Trametes, Dictyophora, Flammulina, Ganoderma, Grifola, Hericium, Hypsizygus, Inonotus, Lentinus, Morchella, Pleurotus, Sparassis, Termitomyces, Tremella, and Tricholoma. Base",International journal of medicinal mushrooms,"Enkhjargal Ulziijargal, Jeng-Leun Mau","Department of Food Science and Biotechnology, National Chung Hsing University, 250 Kuokuang Road, Taichung 40227, Taiwan, ROC.",2011; 13(4):343-9,10.1615/intjmedmushr.v13.i4.40,NULL
22686076,20120301,article,mesh,"Adult,Drugs, Chinese Herbal,Female,Hepatitis B, Chronic,Humans,Liver Cirrhosis,Male,Middle Aged,Phytotherapy,Treatment Outcome","drug therapy,pathology,therapeutic use","D004365 Q000627 NY,D008103 Q000188 NY,D008103 Q000473 NN,D019694 Q000188 NY,D019694 Q000473 NN",NULL,NULL,[Clinical research of xinganbao capsule on the treatment of chronic hepatitis B liver fibrosis],"OBJECTIVE: To explore the effects of Xinganbao Capsule (Cordyceps Sinensis) on the chronic hepatitis B liver fibrosis. METHODS: Sixty patients with chronic hepatitis B were randomly assigned to the trail group (40 cases) and the control group (20 cases). The trail group was treated with Xinganbao Capsule, 8 capsules each time, three times a day. The control group was given Heluo Shugan Tablet, 5 pills each time, thrice daily. Six months consisted of one therapeutic course. The liver function, four indicator",Zhongguo Zhong xi yi jie he za zhi Zhongguo Zhongxiyi jiehe zazhi = Chinese journal of integrated traditional and Western medicine,"Xian-Bo Wang, Yu-Yong Jiang, Cai-Yan Zhao","Department of Integrative Medicine, Beijing Ditan Hospital, Capital Medical University, Beijing 100015.",2012 Mar; 32(3):325-8,NULL,NULL
23292300,20130301,article,mesh,"Acetylcysteine,Antineoplastic Agents,Apoptosis,Caspase 3,Caspase 8,Caspase 9,Cell Line, Tumor,Cytochromes c,Deoxyadenosines,Down-Regulation,Enzyme Activation,Humans,Inhibitor of Apoptosis Proteins,Male,Membrane Potential, Mitochondrial,Mitochondria,Poly(ADP-ribose) Polymerases,Prostatic Neoplasms,Proto-Oncogene Proteins c-bcl-2,Reactive Oxygen Species,bcl-2-Associated X Protein,bcl-X Protein","biosynthesis,drug effects,drug therapy,metabolism,pharmacology","D000111 Q000494 NN,D000970 Q000494 NY,D003839 Q000494 NY,D008928 Q000378 NN,D011065 Q000378 NN,D011471 Q000188 NY,D011471 Q000378 NN,D017382 Q000378 NY,D019253 Q000096 NN,D045304 Q000378 NN,D051020 Q000096 NN,D051028 Q000096 NN,D051034 Q000378 NN,D053078 Q000187 NN,D053148 Q000378 NN,D053181 Q000378 NN,D053453 Q000378 NN","6303,12035,12114682,16057918,23678798",NULL,Apoptosis induction of human prostate carcinoma cells by cordycepin             through reactive oxygen species‑mediated mitochondrial death pathway,"Cordycepin is the main functional component of Cordyceps militaris, which has been widely used in oriental traditional medicine. This compound has been shown to possess many pharmacological properties, such as enhancing the body's immune function, and anti-inflammatory, anti-aging and anticancer effects. In the present study, we investigated the apoptotic effects of cordycepin in human prostate carcinoma cells. We found that treatment with cordycepin significantly inhibited cell growth by inducing apoptosis",International journal of oncology,"Hye Hyeon Lee, Cheol Park, Jin-Woo Jeong, Min Jeong Kim, Min Jeong Seo, Byoung Won Kang, Jeong Uck Park, Gi-Young Kim, Byung Tae Choi, Yung Hyun Choi, Yong Kee Jeong","Department of Biotechnology, Dong-A University, Busan 604-714,                     Republic of Korea.",2013 Mar; 42(3):1036-44,10.3892/ijo.2013.1762,NULL
23828231,20130901,article,mesh,"Antineoplastic Agents,Apoptosis,Blotting, Western,Carcinoma, Hepatocellular,Caspases,Cell Proliferation,Deoxyadenosines,Flow Cytometry,Humans,JNK Mitogen-Activated Protein Kinases,Liver Neoplasms,Membrane Potential, Mitochondrial,RNA, Messenger,Real-Time Polymerase Chain Reaction,Reverse Transcriptase Polymerase Chain Reaction,Signal Transduction,TNF-Related Apoptosis-Inducing Ligand,Tumor Cells, Cultured","drug effects,drug therapy,genetics,metabolism,pathology,pharmacology","D000970 Q000494 NY,D003839 Q000494 NY,D006528 Q000188 NN,D006528 Q000378 NN,D006528 Q000473 NY,D008113 Q000188 NN,D008113 Q000378 NN,D008113 Q000473 NY,D012333 Q000235 NN,D015398 Q000187 NN,D017209 Q000187 NY,D020169 Q000235 NN,D020169 Q000378 NN,D048031 Q000235 NN,D048031 Q000378 NY,D049109 Q000187 NN,D053078 Q000187 NN,D053221 Q000235 NN,D053221 Q000378 NY",6303,NULL,Cordycepin increases sensitivity of Hep3B human hepatocellular carcinoma cells to TRAIL-mediated apoptosis by inactivating the JNK signaling pathway,"Resistance to tumor necrosis factor-related apoptosis‑inducing ligand (TRAIL)-induced apoptosis has been reported in various cancer cells. Cordycepin, a specific polyadenylation inhibitor, is the main functional component in Cordyceps militaris, which possesses many pharmacological activities including antitumor and anti-inflammation. In the present study, we demonstrated that treatment of cordycepin sensitized TRAIL-resistant Hep3B human hepatocellular carcinoma cells to TRAIL-mediated apoptosis as evidenc",Oncology reports,"Hye Hyeon Lee, Jin-Woo Jeong, Jun Hyuk Lee, Gi-Young Kim, Jaehun Cheong, Yong Kee Jeong, Young Hyun Yoo, Yung Hyun Choi","Department of Biotechnology and Medi-Farm Industrialization Research Center, Dong-A University, Busan 604‑714, Republic of Korea.",2013 Sep; 30(3):1257-64,10.3892/or.2013.2589,NULL
23872892,20140401,article,mesh,"Base Sequence,Biomass,Chlordecone,Drug Resistance, Fungal,Fungi,Insecticides,Molecular Sequence Data,Musa,Soil,Soil Microbiology,Soil Pollutants,West Indies","analysis,chemistry,genetics,isolation & purification,physiology,toxicity","D005658 Q000302 NN,D005658 Q000502 NY,D007306 Q000032 NN,D007306 Q000633 NY,D007631 Q000032 NN,D007631 Q000633 NY,D012987 Q000737 NN,D012989 Q000032 NN,D012989 Q000633 NY,D025141 Q000235 NY",299,NULL,Characterization of chlordecone-tolerant fungal populations isolated from long-term polluted tropical volcanic soil in the French West Indies,"The insecticide chlordecone is a contaminant found in most of the banana plantations in the French West Indies. This study aims to search for fungal populations able to grow on it. An Andosol heavily contaminated with chlordecone, perfused for 1 year in a soil-charcoal system, was used to conduct enrichment cultures. A total of 103 fungal strains able to grow on chlordecone-mineral salt medium were isolated, purified, and deposited in the MIAE collection (Microorganismes d'Intérêt Agro-Environnemental, UMR ",Environmental science and pollution research international,"Chloé Merlin, Marion Devers, Olivier Crouzet, Cécile Heraud, Christian Steinberg, Christian Mougin, Fabrice Martin-Laurent","INRA, UMR 1347 Agroécologie, Pole Ecoldur, 17 rue Sully, BP 86510, 21065, Dijon Cedex, France.",2014 Apr; 21(7):4914-27,10.1007/s11356-013-1971-8,NULL
23997607,20080301,article,NULL,NULL,NULL,NULL,NULL,NULL,Hypoglycemic Effects of Exo-biopolymers Produced by Five Different Medicinal Mushrooms in STZ-induced Diabetic Rats,"Hypoglycemic effects of exo-biopolymers (EBP) produced by submerged mycelial cultures of Coriolus versicolor, Cordyceps sinensis, Paecilomyces japonica, Armillariella mellea, and Fomes fomentarius were investigated in streptozotocin (STZ)-induced diabetic rats. The rats from each experimental group were orally administered with EBPs (100 mg/kg BW) daily for 2 weeks. Though the hypoglycemic effect was achieved in all the cases, however, C. versicolor EBP proved as the most potent one. The administration of t",Mycobiology,"Byung-Keun Yang, Guk-Nam Kim, Yong-Tae Jeong, Hun Jeong, Pradeep Mehta, Chi-Hyun Song","Research Center for Processing & Application of Agricultural Products, Daegu University, Gyungsan, Gyungbuk 712-714, Korea.",2008 Mar; 36(1):45-9,10.4489/myco.2008.36.1.045,NULL
24348396,20130101,article,NULL,NULL,NULL,NULL,NULL,NULL,A Case of Stage IV Non-Small Cell Lung Cancer Treated with Korean Medicine Therapy Alone,"This report presents a case that shows a significant anticancer effect of Korean medicine therapy (KMT). A 79-year-old man, who was diagnosed as stage IV non-small cell lung cancer (NSCLC) in December 2012, was treated with KMT including intravenous pharmacopunctures and oral herbal medicine from February 22, 2013, until September 2013 without any surgical intervention, chemotherapy or radiotherapy. The intravenous pharmacopunctures were the wild ginseng pharmacopuncture, Cordyceps sinensis pharmacopuncture",Case reports in oncology,"Dong-Hyun Lee, Shin Seong, Sung-Su Kim, Jae-Bok Han","Soram Korean Medicine Hospital, Graduate School, Kyung Hee University, Seoul, South Korea. Soram Korean Medicine Hospital, Graduate School, Kyung Hee University, Seoul, South Korea ; Department of East-West Medicine, Graduate School, Kyung Hee University, Seoul, South Korea.",2013; 6(3):574-8,10.1159/000356061,NULL
24799948,20140101,article,NULL,NULL,NULL,NULL,NULL,NULL,Improving Training Condition Assessment in Endurance Cyclists: Effects of Ganoderma lucidum and Ophiocordyceps sinensis Dietary Supplementation,"The main reasons for taking daily dietary supplements are to maintain good health, to improve homeostasis, and to create conditions for reducing the risk of disease. Due to growing market demand, the search for effective, nontoxic, natural compounds with antioxidant and ergogenic properties has increasingly become a matter of interest. This paper describes how a specific combination of fungal supplements can help improve the performance of endurance athletes. We report the effects of a brief 3-month trial o",Evidence-based complementary and alternative medicine : eCAM,"Paola Rossi, Daniela Buonocore, Elisa Altobelli, Federico Brandalise, Valentina Cesaroni, Davide Iozzi, Elena Savino, Fulvio Marzatico","Department of Biology and Biotechnology, ""L. Spallanzani,"" Pavia University, Via Ferrata 9, 27100 Pavia, Italy. Department of Earth and Environmental Science, Pavia University, Pavia, Italy.",2014; 2014(?):979613,10.1155/2014/979613,NULL
25342887,20140101,article,mesh,"Animals,Anti-Inflammatory Agents, Non-Steroidal,Cells, Cultured,Deoxyadenosines,Dose-Response Relationship, Drug,Lipopolysaccharides,Macrophages,Mice,Mitogen-Activated Protein Kinases,NF-kappa B,Signal Transduction,Structure-Activity Relationship,Toll-Like Receptor 4","antagonists & inhibitors,chemistry,drug effects,metabolism,pharmacology","D000894 Q000494 NY,D000894 Q000737 NN,D003839 Q000494 NY,D003839 Q000737 NN,D008070 Q000037 NN,D008070 Q000494 NN,D008264 Q000187 NY,D008264 Q000378 NN,D015398 Q000187 NY,D016328 Q000037 NY,D016328 Q000378 NN,D020928 Q000037 NY,D020928 Q000378 NN,D051197 Q000378 NY",6303,NULL,Anti-inflammatory effects of cordycepin in lipopolysaccharide-stimulated RAW 264.7 macrophages through Toll-like receptor 4-mediated suppression of mitogen-activated protein kinases and NF-κB signaling pathways,"Cordycepin is the main functional component of the Cordyceps species, which has been widely used in traditional Oriental medicine. This compound possesses many pharmacological properties, such as an ability to enhance immune function, as well as antioxidant, antiaging, and anticancer effects. In the present study, we investigated the anti-inflammatory effects of cordycepin using a murine macrophage RAW 264.7 cell model. Our data demonstrated that cordycepin suppressed production of proinflammatory mediators","Drug design, development and therapy","Yung Hyun Choi, Gi-Young Kim, Hye Hyeon Lee","Department of Biochemistry, Dongeui University College of Korean Medicine, Busan, Republic of Korea ; Anti-Aging Research Center and Blue-Bio Industry RIC, Dongeui University, Busan, Republic of Korea. Laboratory of Immunobiology, Department of Marine Life Sciences, Jeju National University, Jeju, Republic of Korea. Daegu Gyeongbuk Institute of Science and Technology, Daegu, Republic of Korea.",2014; 8(?):1941-53,10.2147/dddt.s71957,NULL
25881468,20150201,article,mesh,"Animals,Cells, Cultured,Drugs, Chinese Herbal,Hepatic Stellate Cells,Rats,Transforming Growth Factor beta,Transforming Growth Factor beta1","metabolism,pharmacology,therapeutic use","D004365 Q000494 NY,D004365 Q000627 NN,D053773 Q000378 NY,D055166 Q000378 NY",56842206,NULL,"[Effect of CKJ recipe containing serum on activation of rat primary hepatic stellate cells, TGF-beta1 and its receptors]","OBJECTIVE: To observe the effect of CKJ Recipe (consisting of Cordyceps sinensis polysaccharide, amygdaloside, and gypenosides) containing serum on the activation of rat primary hepatic stellate cells (rHSCs) and to explore its pharmacological mechanism. METHODS: rHSCs were isolated form liver and cultured for four days. Then they were divided into the normal control group, the model group, and the CKJ group. rHSCs in the model group and the CKJ group were treated with 2.5 ng/mL transforming growth factor b",Zhongguo Zhong xi yi jie he za zhi Zhongguo Zhongxiyi jiehe zazhi = Chinese journal of integrated traditional and Western medicine,"Liang Chen, Qin Feng, Jing-hua Peng, Lin Liu, Chun-geng Liang, Ya-mei Hai, Yi-yang Hu",NULL,2015 Feb; 35(2):210-5,NULL,NULL
26497260,20151026,article,mesh,"Animals,Ascomycota,Bleomycin,Humans,Mice,Mycelium,Pneumonia,Pulmonary Fibrosis,Superoxide Dismutase","chemically induced,metabolism,physiology,toxicity","D001203 Q000502 NY,D001761 Q000633 NY,D011014 Q000139 NY,D011658 Q000139 NY,D013482 Q000378 NN,D025282 Q000502 NY","72466,84068,456190,5360373,5460769,5496539,5496540,21864427,46930981,46930982,54608728,54758599,57336513,71587153,102601374,122172957,133562634,138107267",NULL,Hirsutella sinensis mycelium attenuates bleomycin-induced pulmonary inflammation and fibrosis in vivo,"Hirsutella sinensis mycelium (HSM), the anamorph of Cordyceps sinensis, is a traditional Chinese medicine that has been shown to possess various pharmacological properties. We previously reported that this fungus suppresses interleukin-1β and IL-18 secretion by inhibiting both canonical and non-canonical inflammasomes in human macrophages. However, whether HSM may be used to prevent lung fibrosis and the mechanism underlying this activity remain unclear. Our results show that pretreatment with HSM inhibits ",Scientific reports,"Tsung-Teng Huang, Hsin-Chih Lai, Yun-Fei Ko, David M Ojcius, Ying-Wei Lan, Jan Martel, John D Young, Kowit-Yu Chong","Center for Molecular and Clinical Immunology, College of Medicine, Chang Gung University, Taoyuan 33302, Taiwan, ROC. Department of Medical Biotechnology and Laboratory Science, College of Medicine, Chang Gung University, Taoyuan 33302, Taiwan, ROC. Laboratory of Nanomaterials, College of Medicine, Chang Gung University, Taoyuan 33302, Taiwan, ROC. Biochemical Engineering Research Center, Ming Chi University of Technology, New Taipei City 24301, Taiwan, ROC. Chang Gung Biotechnology Corporation, Taipei 1050",2015 Oct; 5(?):15282,10.1038/srep15282,NULL
26559703,20150101,review,mesh,"Animals,China,Coleoptera,Endangered Species,Hypocreales,Larva,Medicine, Chinese Traditional,Moths,Tibet","economics,growth & development,microbiology,parasitology","D006999 Q000254 NY,D007814 Q000382 NN,D008516 Q000191 NN,D009036 Q000254 NN,D009036 Q000382 NN,D009036 Q000469 NN",NULL,NULL,"Review on Natural Enemies and Diseases in the Artificial Cultivation of Chinese Caterpillar Mushroom, Ophiocordyceps sinensis (Ascomycetes)","Ophiocordyceps sinensis (syn. Cordyceps sinensis), well known as DongChongXiaCao (DCXC), is one of the most valuable traditional Chinese medicinal species. In this article, we provide a systematic review of natural enemies and diseases encountered in artificial cultivation of DCXC. Unfortunately, DCXC has been endangered over the past decades due to overharvesting and a worsening ecological environment. Therefore, the artificial cultivation of DCXC has been extensively investigated in recent years. Complete",International journal of medicinal mushrooms,"Zenghui Lu, Ping Shi, Yuanchuan He, Deli Zhang, Zongyi He, Shijiang Chen, Yongqin Tu, Li Li, Fei Liu, Wei Zeng","Chongqing Academy of Chinese Materia Medica, Chongqing, People's Republic of China. Chongqing academy of Chinese materia medica.",2015; 17(7):693-700,10.1615/intjmedmushrooms.v17.i7.90,NULL
